Constraint,CapRes_1,CapRes_2,CapRes_3
t1,3.649955182416466e-10,6.851069758968414e-10,1.0278155449003044e-10
t2,2.924659345700795e-10,6.758255705605086e-10,1.0192629199905462e-10
t3,2.927276648920685e-10,6.11921002299238e-10,1.0680157862683125e-10
t4,2.813014478387211e-10,5.98565418758439e-10,1.0791837922201144e-10
t5,3.1780815608509316e-10,6.62110777842091e-10,1.1879279584872342e-10
t6,3.310557149666898e-10,7.680492007021102e-10,1.4926934055720228e-10
t7,4.686199576818922e-10,8.823530772271093e-10,1.8743232947789635e-10
t8,5.942424076817323e-10,1.0383112276120849e-9,2.4158455062731114e-10
t9,1.0194049872880546e-9,2.074979698729739e-9,3.1296412096367216e-10
t10,6.148862562541911e-10,8.741807616683364e-10,8.377911283761071e-11
t11,5.743770705490556e-10,5.66145553235769e-10,6.836564752735286e-11
t12,5.48302950987586e-10,5.622926654692721e-10,5.684234039177077e-11
t13,4.2657367399846377e-10,5.486520509281292e-10,5.027519749523806e-11
t14,3.898355751376819e-10,5.235920467690974e-10,5.123133648450778e-11
t15,4.2264815916274e-10,4.621030257490339e-10,5.480478602862708e-11
t16,4.2505753509237406e-10,5.009271858926775e-10,6.099459223233893e-11
t17,4.671861108075359e-10,8.165727207031207e-10,9.439229752023047e-11
t18,7.92181369492709e-10,1.6832574572945492e-9,6.439881564300122e-10
t19,1.0641852136897433e-9,1.6503937469238227e-9,5.228672339169449e-10
t20,7.55884934513292e-10,1.6994759832751094e-9,2.7357532437672624e-10
t21,6.874976135617743e-10,2.028386133866654e-9,2.2852354853992907e-10
t22,5.856471113205449e-10,1.8660897729035745e-9,2.2603276727873848e-10
t23,5.529167697491865e-10,9.502605616476662e-10,1.3099495824259133e-10
t24,4.1050422688253246e-10,8.309020591607112e-10,1.4196131299933812e-10
t25,4.5024642584980697e-10,6.416497026513479e-10,1.376856237766666e-10
t26,2.9989676938581974e-10,6.503873312341405e-10,9.665783207124996e-11
t27,3.029185088595486e-10,6.574882708251733e-10,1.0936811781672675e-10
t28,2.915010388829767e-10,6.855996926391608e-10,1.1086592218521998e-10
t29,3.7739640238579635e-10,6.555156387192893e-10,1.0242614241893706e-10
t30,4.6029108038789603e-10,6.420952674351034e-10,1.1183216125295761e-10
t31,5.557918364779093e-10,6.629667869081099e-10,1.75062354029386e-10
t32,5.798654470766108e-10,1.041080729045977e-9,2.1255698702763366e-10
t33,7.522585708643684e-10,7.387781213546489e-10,1.2864371573642635e-10
t34,5.781870163104733e-10,4.605885530719891e-10,5.893606009434214e-11
t35,5.089566008839026e-10,4.2351161948825494e-10,4.481317515419142e-11
t36,4.72618464742083e-10,4.067537728615153e-10,3.909369503821835e-11
t37,4.259394976015008e-10,3.981012622269398e-10,3.6341744763942686e-11
t38,3.899696064044383e-10,4.2354793275345713e-10,3.606716853442127e-11
t39,3.740394187830443e-10,4.1041918994453307e-10,3.873312663179541e-11
t40,3.8443356289921616e-10,4.1581602955477827e-10,4.3876841328516635e-11
t41,6.395424704634942e-10,5.459188184510476e-10,6.046321541390185e-11
t42,1.010627775519443e-9,6.018676829920139e-10,1.3393961885448319e-10
t43,9.353455667678774e-10,6.137476715562945e-10,1.194203744917965e-10
t44,6.631163954421584e-10,5.256826684599192e-10,9.571184523594471e-11
t45,5.990667238165268e-10,5.19946739896448e-10,8.799748868503539e-11
t46,5.220932953244155e-10,4.885214927213216e-10,7.996374022158185e-11
t47,4.305261883170096e-10,4.543841021829488e-10,6.820145672702665e-11
t48,3.86398388730035e-10,4.2175046833198046e-10,6.163069819047483e-11
t49,3.685333594066945e-10,4.0096549857644747e-10,6.712762419773585e-11
t50,2.7432450588448986e-10,3.9670155859727503e-10,6.509159501572575e-11
t51,2.615950536976426e-10,3.8857608501902205e-10,6.339073937388928e-11
t52,2.560161813131496e-10,3.80193416873715e-10,6.343610158770134e-11
t53,2.7885417254516453e-10,4.030214320927918e-10,6.308867854216108e-11
t54,2.780551947786795e-10,4.1064176616738836e-10,6.861018485402987e-11
