Region,Resource,Zone,Cluster,AnnualSum
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,1.7581335090664523e6
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,3.3054326598434765e6
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,75919.52985065659
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,1.5620336663003927e6
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,379448.39253742894
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,1.068589059822981e6
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,1.4823136194848109e6
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,1.4792696434863252e6
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,1.3827013461450282
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_2,1,2,1.0571339675127383e7
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1,1.06678899157429
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2,0.5219095100189343
NENG_Rest,NENG_Rest_nuclear_1,1,1,9.670444318173435e6
NY_Z_A,NY_Z_A_natural_gas_fired_combined_cycle_1,2,1,0.750568996940883
NY_Z_A,NY_Z_A_natural_gas_fired_combustion_turbine_1,2,1,0.5251803076922761
NY_Z_A,NY_Z_A_natural_gas_steam_turbine_1,2,1,22.845095175186977
NY_Z_B,NY_Z_B_natural_gas_fired_combined_cycle_1,3,1,0.8432821378032541
NY_Z_B,NY_Z_B_natural_gas_fired_combustion_turbine_1,3,1,0.0
NY_Z_B,NY_Z_B_natural_gas_steam_turbine_1,3,1,0.1322613823104822
NY_Z_B,NY_Z_B_nuclear_1,3,1,0.3834366608436134
NY_Z_C&E,NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,1,2.988254269949494
NY_Z_C&E,NY_Z_C&E_natural_gas_steam_turbine_1,4,1,0.7339436091539955
NY_Z_C&E,NY_Z_C&E_nuclear_1,4,1,7.242386407403805e6
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_1,5,1,0.9491331485682316
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_2,5,2,1.1033885729739032
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_1,6,1,2.453772540765427e6
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_2,6,2,1.3567062721737906
NY_Z_F,NY_Z_F_natural_gas_fired_combustion_turbine_1,6,1,0.0
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,1,1.9498703589580145e6
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,2,0.4808202506941862
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,1,0.21588827422674675
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,2,2.3628250050346638
NY_Z_J,NY_Z_J_natural_gas_fired_combined_cycle_1,8,1,851779.1780934032
NY_Z_J,NY_Z_J_natural_gas_fired_combined_cycle_2,8,2,4.238874361632383e6
NY_Z_J,NY_Z_J_natural_gas_fired_combustion_turbine_1,8,1,0.3551884532103461
NY_Z_J,NY_Z_J_natural_gas_fired_combustion_turbine_2,8,2,81578.59762711987
NY_Z_K,NY_Z_K_natural_gas_fired_combined_cycle_1,9,1,96918.02034767997
NY_Z_K,NY_Z_K_natural_gas_fired_combined_cycle_2,9,2,1.2068010326450423e6
NY_Z_K,NY_Z_K_natural_gas_fired_combustion_turbine_1,9,1,0.47810266929146805
NY_Z_K,NY_Z_K_natural_gas_fired_combustion_turbine_2,9,2,25887.916711099784
PJM_EMAC,PJM_EMAC_conventional_steam_coal_1,10,1,0.0
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_1,10,1,450108.65441946266
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_2,10,2,2.588046302831154e7
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_3,10,3,0.30092673091992767
PJM_EMAC,PJM_EMAC_natural_gas_fired_combustion_turbine_1,10,1,0.710155231210848
PJM_EMAC,PJM_EMAC_natural_gas_fired_combustion_turbine_2,10,2,0.8438767708665871
PJM_EMAC,PJM_EMAC_natural_gas_steam_turbine_1,10,1,0.8060003158467244
PJM_EMAC,PJM_EMAC_nuclear_1,10,1,2.4678346391913854e7
PJM_EMAC,PJM_EMAC_nuclear_2,10,2,2.5688650902063723
PJM_Rest,PJM_Rest_conventional_steam_coal_1,11,1,8.095385045418146e7
PJM_Rest,PJM_Rest_natural_gas_fired_combined_cycle_1,11,1,589913.4063114236
PJM_Rest,PJM_Rest_natural_gas_fired_combined_cycle_2,11,2,3.0077814776320677e7
PJM_Rest,PJM_Rest_natural_gas_fired_combustion_turbine_1,11,1,73426.57302565972
PJM_Rest,PJM_Rest_natural_gas_fired_combustion_turbine_2,11,2,0.9848385860627553
PJM_Rest,PJM_Rest_natural_gas_fired_combustion_turbine_3,11,3,0.16446810525534739
PJM_Rest,PJM_Rest_natural_gas_fired_combustion_turbine_4,11,4,0.3190284449894417
PJM_Rest,PJM_Rest_nuclear_1,11,1,8.544900133880498e6
NENG_Rest,NENG_Rest_naturalgas_ccavgcf_moderate_0,1,0,2.7318002843521483
NENG_Rest,NENG_Rest_naturalgas_ctavgcf_moderate_0,1,0,1.070006958445674
NENG_Rest,NENG_Rest_nuclear_nuclear_moderate_0,1,0,0.3467378052600161
NENG_Rest,NENG_Rest_naturalgas_ccs100_moderate_0,1,0,0.49168918353520863
NY_Z_A,NY_Z_A_naturalgas_ccavgcf_moderate_0,2,0,3.3856061954575423
NY_Z_A,NY_Z_A_naturalgas_ctavgcf_moderate_0,2,0,0.34341189180004233
NY_Z_A,NY_Z_A_nuclear_nuclear_moderate_0,2,0,0.19503688958876153
NY_Z_A,NY_Z_A_naturalgas_ccs100_moderate_0,2,0,0.2367919415575294
NY_Z_B,NY_Z_B_naturalgas_ccavgcf_moderate_0,3,0,1.9589609180237593
NY_Z_B,NY_Z_B_naturalgas_ctavgcf_moderate_0,3,0,0.45093003563998113
NY_Z_B,NY_Z_B_nuclear_nuclear_moderate_0,3,0,0.209773634470405
NY_Z_B,NY_Z_B_naturalgas_ccs100_moderate_0,3,0,0.21814584329334907
NY_Z_C&E,NY_Z_C&E_naturalgas_ccavgcf_moderate_0,4,0,2.9472649576066483
NY_Z_C&E,NY_Z_C&E_naturalgas_ctavgcf_moderate_0,4,0,0.49616618986223215
NY_Z_C&E,NY_Z_C&E_nuclear_nuclear_moderate_0,4,0,0.28493262820300636
NY_Z_C&E,NY_Z_C&E_naturalgas_ccs100_moderate_0,4,0,0.3278440409649864
NY_Z_D,NY_Z_D_naturalgas_ccavgcf_moderate_0,5,0,6.662111353094674
NY_Z_D,NY_Z_D_naturalgas_ctavgcf_moderate_0,5,0,0.3969772770873316
NY_Z_D,NY_Z_D_nuclear_nuclear_moderate_0,5,0,0.24664190227807292
NY_Z_D,NY_Z_D_naturalgas_ccs100_moderate_0,5,0,0.2929890920184433
NY_Z_F,NY_Z_F_naturalgas_ccavgcf_moderate_0,6,0,9.718553932595419e6
NY_Z_F,NY_Z_F_naturalgas_ctavgcf_moderate_0,6,0,0.8356701136055814
NY_Z_F,NY_Z_F_nuclear_nuclear_moderate_0,6,0,0.36017394810212683
NY_Z_F,NY_Z_F_naturalgas_ccs100_moderate_0,6,0,0.34180840685511304
NY_Z_G-I,NY_Z_G-I_naturalgas_ccavgcf_moderate_0,7,0,12.047328740816765
NY_Z_G-I,NY_Z_G-I_naturalgas_ctavgcf_moderate_0,7,0,2.503427702096392
NY_Z_G-I,NY_Z_G-I_nuclear_nuclear_moderate_0,7,0,0.4084481505031185
