region,marginal_price,total_demand
BASN,37.299782145442734,205854891.0
CASO,41.47730607297099,185445572.0
CANO,42.973307016948326,287331528.0
FRCC,37.67842859385028,373487472.0
ISNE,51.26743908418279,228967778.0
MISC,36.422798393925405,296003389.0
MISE,40.02748730201381,149857318.0
MISS,35.55433317948613,273572998.0
MISW,39.49117194948693,360803886.0
NWPP,30.948345669155817,342473432.0
NYCW,65.74123484685622,116580170.0
NYUP,19.265637160128144,100244191.0
PJMC,41.67321392919105,165669492.0
PJMD,43.04261551814497,160553816.0
PJME,42.29306082696888,428793884.0
PJMW,38.741843648492264,452703049.0
RMRG,34.15215252458617,173002995.0
SPPC,36.561180278990626,122568997.0
SPPN,35.84600294119927,85125345.0
SPPS,32.13974528856462,202777705.0
SRCA,44.03575324721497,320053848.0
SRCE,39.42994257255262,318246408.0
SRSE,40.94124387204287,375702387.0
SRSG,39.540365764118754,237915030.0
TRE,32.99081130076048,617229009.0
TREW,29.96912703457191,29860335.0
