Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.685311004915418e-11,6.979395384844481e-11,7.421095341697303e-12
t2,1.692094514655225e-11,4.463973438962616e-11,6.60096215861232e-12
t3,1.729216798762338e-11,4.429396245691919e-11,6.4636471452023676e-12
t4,1.6782368913608914e-11,3.324520032254351e-11,6.257273793836489e-12
t5,1.8599535702309206e-11,3.703993464779007e-11,6.689868222192532e-12
t6,1.9311177733867408e-11,5.929908472162631e-11,8.546722997820451e-12
t7,1.9183854166821444e-11,9.595705250239164e-11,1.1916468865051793e-11
t8,2.2135808171960514e-11,1.4983334798727218e-10,1.576717234160074e-11
t9,3.1834943934357175e-11,4.713538802441048e-10,1.488179797286162e-11
t10,2.5016390499305038e-11,3.693104030303223e-10,7.770178569916272e-12
t11,2.564247597052964e-11,1.2835503816283593e-10,6.4258883427612694e-12
t12,2.593041657267547e-11,2.9639566890248035e-10,5.820959510335139e-12
t13,2.4531770029792204e-11,1.4004950030076883e-10,5.3107047903500014e-12
t14,2.0630979174442772e-11,1.348211943738982e-10,5.201429894010297e-12
t15,2.0556761254828345e-11,7.239563361508957e-11,5.3881897246406705e-12
t16,1.86863750417457e-11,5.396480155439461e-11,5.613430689952578e-12
t17,2.0473765099528898e-11,2.1448396937195363e-10,8.830803126220348e-12
t18,3.107000157902884e-11,1.511349032670841e-8,7.110473794856937e-11
t19,3.4634051506433103e-11,1.3530901096012831e-8,4.1482372252852196e-11
t20,2.944263907112874e-11,1.0435612768158341e-8,1.8095540724686946e-11
t21,2.706957043617365e-11,7.165170070736694e-10,1.4328031833929073e-11
t22,2.4002571575493846e-11,5.127524984556868e-10,3.184663611431446e-11
t23,2.132986229410188e-11,1.1307059126059195e-10,8.74953599894152e-12
t24,1.735158180979074e-11,8.953399280222195e-11,3.400185793741315e-11
t25,2.3821852396238226e-11,6.131670494842625e-11,6.955824930641312e-12
t26,1.61129837091122e-11,6.187223705135217e-11,6.081309695087332e-12
t27,1.6831237687824353e-11,5.623914803614976e-11,6.653438266217569e-12
t28,1.8014210076947114e-11,4.454796611456372e-11,7.259504501213624e-12
t29,1.9334538991918855e-11,5.294430090662154e-11,6.289629707533743e-12
t30,2.400627457413024e-11,5.8073254508443415e-11,7.535460317891279e-12
t31,2.4887126008326115e-11,8.97643933170439e-11,1.0474088540397283e-11
t32,2.1072547875104502e-11,3.604254857749329e-10,1.2320620371315388e-11
t33,2.4379587688791895e-11,2.4026022330606503e-10,9.967671616748813e-12
t34,2.2132596584571652e-11,6.787558243178797e-11,4.507909248816859e-12
t35,2.055077804435343e-11,7.526310665474405e-11,4.3780948879392575e-12
t36,2.0055746198689542e-11,5.427979936632482e-11,4.166268760959354e-12
t37,1.8945503100031945e-11,5.608366173762346e-11,3.815361855976025e-12
t38,1.7582892921688416e-11,7.319828887956456e-11,3.669123494529153e-12
t39,1.7524115073979927e-11,7.497095188142831e-11,3.858943464222424e-12
t40,1.6925149155329124e-11,4.827397479399388e-11,4.0630519698140785e-12
t41,2.95805293537584e-11,4.9100311662944e-11,4.922013330577148e-12
t42,3.2580971808720905e-11,9.815266981255514e-11,1.154959169860653e-11
t43,3.373477678327168e-11,1.0765832566871284e-10,1.151336785565423e-11
