period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,234765.27070886,SWITCH,BASN,BASN_batteries_1,Battery,base_short_tx_100,all,MWh,2027
2027,6.852770247249385e-07,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short_tx_100,all,MWh,2027
2027,68483.16719977467,SWITCH,BASN,BASN_biomass_1,Other,base_short_tx_100,all,MWh,2027
2027,174152.09791401698,SWITCH,BASN,BASN_biomass_2,Other,base_short_tx_100,all,MWh,2027
2027,8882173.171222633,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short_tx_100,all,MWh,2027
2027,551133.7208333784,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short_tx_100,all,MWh,2027
2027,1167852.814493823,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short_tx_100,all,MWh,2027
2027,2908742.774999982,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short_tx_100,all,MWh,2027
2027,4035503.471999957,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short_tx_100,all,MWh,2027
2027,3.0946797554477274e-08,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_short_tx_100,all,MWh,2027
2027,5.433653776433214e-08,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_short_tx_100,all,MWh,2027
2027,23670869.040187117,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_short_tx_100,all,MWh,2027
2027,2.9804782625049316e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_short_tx_100,all,MWh,2027
2027,2.861140654604331e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_short_tx_100,all,MWh,2027
2027,30359679.912182774,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_short_tx_100,all,MWh,2027
2027,8.008707462344363e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_short_tx_100,all,MWh,2027
2027,8.902285074510684e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_short_tx_100,all,MWh,2027
2027,5.21400312958342e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_short_tx_100,all,MWh,2027
2027,4.924512255453903e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual_1,Wind,base_short_tx_100,all,MWh,2027
2027,4.0781014938155743e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual_0,Wind,base_short_tx_100,all,MWh,2027
2027,3.8353548023360996e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_short_tx_100,all,MWh,2027
2027,3.194282747449575e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_short_tx_100,all,MWh,2027
2027,3.3381220262915123e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual_1,Wind,base_short_tx_100,all,MWh,2027
2027,445626.014408092,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_tx_100,all,MWh,2027
2027,26419341.477457065,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_tx_100,all,MWh,2027
