model,zone,resource_name,tech_type,planning_year,case,timestep,unit,value
GenX,BASN,BASN_batteries_1,Battery,2027,Results_p1,all,MWh,1056065.9375882954
GenX,BASN,BASN_biomass_1,Other,2027,Results_p1,all,MWh,70761.59999999971
GenX,BASN,BASN_biomass_2,Other,2027,Results_p1,all,MWh,179961.59999999808
GenX,BASN,BASN_conventional_hydroelectric_1,Hydro,2027,Results_p1,all,MWh,8383932.539298746
GenX,BASN,BASN_conventional_steam_coal_1,Coal,2027,Results_p1,all,MWh,7296827.963013586
GenX,BASN,BASN_conventional_steam_coal_2,Coal,2027,Results_p1,all,MWh,11644918.64060696
GenX,BASN,BASN_geothermal_1,Geothermal,2027,Results_p1,all,MWh,3893150.850221352
GenX,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2027,Results_p1,all,MWh,228546.3791126445
GenX,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2027,Results_p1,all,MWh,3908675.924866183
GenX,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2027,Results_p1,all,MWh,65238.63161769576
GenX,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,2027,Results_p1,all,MWh,79379.27953663055
GenX,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2027,Results_p1,all,MWh,104455.05620528458
GenX,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,2027,Results_p1,all,MWh,59333.63414651404
GenX,BASN,BASN_onshore_wind_turbine_1,Wind,2027,Results_p1,all,MWh,4003609.0310943057
GenX,BASN,BASN_petroleum_liquids_1,Other,2027,Results_p1,all,MWh,5699.348648806559
GenX,BASN,BASN_small_hydroelectric_1,Hydro,2027,Results_p1,all,MWh,1512201.5999999796
GenX,BASN,BASN_solar_photovoltaic_1,Solar,2027,Results_p1,all,MWh,19477763.936992116
GenX,CANO,CANO_batteries_1,Battery,2027,Results_p1,all,MWh,2281458.51362026
GenX,CANO,CANO_biomass_1,Other,2027,Results_p1,all,MWh,1364563.2000000104
GenX,CANO,CANO_biomass_2,Other,2027,Results_p1,all,MWh,624624.0
