model,line,line_name,planning_year,case,unit,start_value,end_value
GenX,1,BASN_to_CANO,2027,Results_p1,MW,100,106.181
GenX,2,BASN_to_CASO,2027,Results_p1,MW,5920,5932.49
GenX,3,BASN_to_NWPP,2027,Results_p1,MW,3350,3360.49
GenX,4,BASN_to_RMRG,2027,Results_p1,MW,3750,3787.35
GenX,5,BASN_to_SRSG,2027,Results_p1,MW,5385,5406.61
GenX,6,CANO_to_CASO,2027,Results_p1,MW,3675,3677.55
GenX,7,CANO_to_NWPP,2027,Results_p1,MW,3675,3675.07
GenX,8,CASO_to_NWPP,2027,Results_p1,MW,2858,2859.37
GenX,9,CASO_to_SRSG,2027,Results_p1,MW,4354,5556.24
GenX,10,FRCC_to_SRSE,2027,Results_p1,MW,3600,3616.46
GenX,11,ISNE_to_NYCW,2027,Results_p1,MW,760,765.58
GenX,12,ISNE_to_NYUP,2027,Results_p1,MW,1400,2867.39
GenX,13,MISC_to_MISE,2027,Results_p1,MW,0,1242.96
GenX,14,MISC_to_MISS,2027,Results_p1,MW,1039,1039.06
GenX,15,MISC_to_MISW,2027,Results_p1,MW,1655,1660.69
GenX,16,MISC_to_PJMC,2027,Results_p1,MW,5244,5251.61
GenX,17,MISC_to_PJMW,2027,Results_p1,MW,5441,5448.22
GenX,18,MISC_to_SPPC,2027,Results_p1,MW,1430,8950.71
GenX,19,MISC_to_SPPN,2027,Results_p1,MW,0,3559.19
GenX,20,MISC_to_SPPS,2027,Results_p1,MW,1172,1234.28
GenX,21,MISC_to_SRCE,2027,Results_p1,MW,3745,3745.31
GenX,22,MISE_to_MISW,2027,Results_p1,MW,0,1000.44
GenX,23,MISE_to_PJMW,2027,Results_p1,MW,2662,2662.88
GenX,24,MISS_to_SPPC,2027,Results_p1,MW,0,3521.04
GenX,25,MISS_to_SPPS,2027,Results_p1,MW,1697,18603.8
GenX,26,MISS_to_SRCE,2027,Results_p1,MW,4092,4093.54
GenX,27,MISS_to_SRSE,2027,Results_p1,MW,891,7762.58
GenX,28,MISW_to_NWPP,2027,Results_p1,MW,200,202.7
GenX,29,MISW_to_PJMC,2027,Results_p1,MW,3200,3214.69
GenX,30,MISW_to_SPPC,2027,Results_p1,MW,0,415.502
GenX,31,MISW_to_SPPN,2027,Results_p1,MW,5512,5512.01
GenX,32,NWPP_to_RMRG,2027,Results_p1,MW,400,1882.78
GenX,33,NYCW_to_NYUP,2027,Results_p1,MW,2489,4785.75
GenX,34,NYCW_to_PJME,2027,Results_p1,MW,660,2167.87
GenX,35,NYUP_to_PJME,2027,Results_p1,MW,1255,6681.94
GenX,36,PJMC_to_PJMW,2027,Results_p1,MW,980,2087.32
GenX,37,PJMD_to_PJME,2027,Results_p1,MW,1200,2237.66
GenX,38,PJMD_to_PJMW,2027,Results_p1,MW,6930,6933.08
GenX,39,PJMD_to_SRCA,2027,Results_p1,MW,1000,1008.18
GenX,40,PJME_to_PJMW,2027,Results_p1,MW,3885,3886.4
GenX,41,PJMW_to_SRCA,2027,Results_p1,MW,1219,1227.04
GenX,42,PJMW_to_SRCE,2027,Results_p1,MW,3333,3348.09
GenX,43,RMRG_to_SPPC,2027,Results_p1,MW,210,2555.89
GenX,44,RMRG_to_SPPN,2027,Results_p1,MW,410,2650.55
GenX,45,RMRG_to_SRSG,2027,Results_p1,MW,614,4472.06
GenX,46,SPPC_to_SPPN,2027,Results_p1,MW,1433,2657.82
GenX,47,SPPC_to_SPPS,2027,Results_p1,MW,3372,3506.11
GenX,48,SPPN_to_SPPS,2027,Results_p1,MW,0,4123.17
GenX,49,SPPS_to_SRSG,2027,Results_p1,MW,1010,5012.06
GenX,50,SPPS_to_TRE,2027,Results_p1,MW,600,3091.8
GenX,51,SPPS_to_TREW,2027,Results_p1,MW,220,9803.11
GenX,52,SRCA_to_SRCE,2027,Results_p1,MW,216,240.21
GenX,53,SRCA_to_SRSE,2027,Results_p1,MW,1400,1424.31
GenX,54,SRCE_to_SRSE,2027,Results_p1,MW,3196,3212.76
GenX,55,TRE_to_TREW,2027,Results_p1,MW,16529,16553.3
GenX,56,NWPP_to_SPPN,2027,Results_p1,MW,0,453.802
GenX,57,SRSG_to_TRE,2027,Results_p1,MW,0,1584.71
GenX,1,BASN_to_CANO,2030,Results_p2,MW,106.181,106.625
GenX,2,BASN_to_CASO,2030,Results_p2,MW,5932.49,5932.56
GenX,3,BASN_to_NWPP,2030,Results_p2,MW,3360.49,3360.58
GenX,4,BASN_to_RMRG,2030,Results_p2,MW,3787.35,3787.98
GenX,5,BASN_to_SRSG,2030,Results_p2,MW,5406.61,5408.55
GenX,6,CANO_to_CASO,2030,Results_p2,MW,3677.55,3678.15
GenX,7,CANO_to_NWPP,2030,Results_p2,MW,3675.07,3675.4
GenX,8,CASO_to_NWPP,2030,Results_p2,MW,2859.37,2859.94
GenX,9,CASO_to_SRSG,2030,Results_p2,MW,5556.24,8306.24
GenX,10,FRCC_to_SRSE,2030,Results_p2,MW,3616.46,3616.51
GenX,11,ISNE_to_NYCW,2030,Results_p2,MW,765.58,766.436
GenX,12,ISNE_to_NYUP,2030,Results_p2,MW,2867.39,4959.08
GenX,13,MISC_to_MISE,2030,Results_p2,MW,1242.96,2174.46
GenX,14,MISC_to_MISS,2030,Results_p2,MW,1039.06,1039.54
GenX,15,MISC_to_MISW,2030,Results_p2,MW,1660.69,1660.78
GenX,16,MISC_to_PJMC,2030,Results_p2,MW,5251.61,5252.18
GenX,17,MISC_to_PJMW,2030,Results_p2,MW,5448.22,5448.23
GenX,18,MISC_to_SPPC,2030,Results_p2,MW,8950.71,11911.7
GenX,19,MISC_to_SPPN,2030,Results_p2,MW,3559.19,3562.65
GenX,20,MISC_to_SPPS,2030,Results_p2,MW,1234.28,1237.63
GenX,21,MISC_to_SRCE,2030,Results_p2,MW,3745.31,3745.6
GenX,22,MISE_to_MISW,2030,Results_p2,MW,1000.44,1667.98
GenX,23,MISE_to_PJMW,2030,Results_p2,MW,2662.88,2663.11
GenX,24,MISS_to_SPPC,2030,Results_p2,MW,3521.04,3531.47
GenX,25,MISS_to_SPPS,2030,Results_p2,MW,18603.8,31676
GenX,26,MISS_to_SRCE,2030,Results_p2,MW,4093.54,4093.54
GenX,27,MISS_to_SRSE,2030,Results_p2,MW,7762.58,14886.4
GenX,28,MISW_to_NWPP,2030,Results_p2,MW,202.7,202.706
GenX,29,MISW_to_PJMC,2030,Results_p2,MW,3214.69,3220.4
GenX,30,MISW_to_SPPC,2030,Results_p2,MW,415.502,416.721
GenX,31,MISW_to_SPPN,2030,Results_p2,MW,5512.01,5512.02
GenX,32,NWPP_to_RMRG,2030,Results_p2,MW,1882.78,1885
GenX,33,NYCW_to_NYUP,2030,Results_p2,MW,4785.75,6434.82
GenX,34,NYCW_to_PJME,2030,Results_p2,MW,2167.87,2171.74
GenX,35,NYUP_to_PJME,2030,Results_p2,MW,6681.94,7652.43
GenX,36,PJMC_to_PJMW,2030,Results_p2,MW,2087.32,2119.54
GenX,37,PJMD_to_PJME,2030,Results_p2,MW,2237.66,2240.06
GenX,38,PJMD_to_PJMW,2030,Results_p2,MW,6933.08,6936.72
GenX,39,PJMD_to_SRCA,2030,Results_p2,MW,1008.18,1009.82
GenX,40,PJME_to_PJMW,2030,Results_p2,MW,3886.4,3887.89
GenX,41,PJMW_to_SRCA,2030,Results_p2,MW,1227.04,1227.36
GenX,42,PJMW_to_SRCE,2030,Results_p2,MW,3348.09,3348.15
GenX,43,RMRG_to_SPPC,2030,Results_p2,MW,2555.89,3693.53
GenX,44,RMRG_to_SPPN,2030,Results_p2,MW,2650.55,2653.97
GenX,45,RMRG_to_SRSG,2030,Results_p2,MW,4472.06,8025.84
GenX,46,SPPC_to_SPPN,2030,Results_p2,MW,2657.82,2662.99
GenX,47,SPPC_to_SPPS,2030,Results_p2,MW,3506.11,3510.11
GenX,48,SPPN_to_SPPS,2030,Results_p2,MW,4123.17,4147.26
GenX,49,SPPS_to_SRSG,2030,Results_p2,MW,5012.06,5772.91
GenX,50,SPPS_to_TRE,2030,Results_p2,MW,3091.8,3113.86
GenX,51,SPPS_to_TREW,2030,Results_p2,MW,9803.11,13630.5
GenX,52,SRCA_to_SRCE,2030,Results_p2,MW,240.21,241.745
GenX,53,SRCA_to_SRSE,2030,Results_p2,MW,1424.31,1424.42
GenX,54,SRCE_to_SRSE,2030,Results_p2,MW,3212.76,3213.59
GenX,55,TRE_to_TREW,2030,Results_p2,MW,16553.3,16553.4
GenX,56,NWPP_to_SPPN,2030,Results_p2,MW,453.802,454.779
GenX,57,SRSG_to_TRE,2030,Results_p2,MW,1584.71,1588.14
GenX,1,BASN_to_CANO,2035,Results_p3,MW,106.625,106.683
GenX,2,BASN_to_CASO,2035,Results_p3,MW,5932.56,5932.6
GenX,3,BASN_to_NWPP,2035,Results_p3,MW,3360.58,3360.62
GenX,4,BASN_to_RMRG,2035,Results_p3,MW,3787.98,3788.21
GenX,5,BASN_to_SRSG,2035,Results_p3,MW,5408.55,5409.2
GenX,6,CANO_to_CASO,2035,Results_p3,MW,3678.15,3678.21
GenX,7,CANO_to_NWPP,2035,Results_p3,MW,3675.4,3675.47
GenX,8,CASO_to_NWPP,2035,Results_p3,MW,2859.94,2859.97
GenX,9,CASO_to_SRSG,2035,Results_p3,MW,8306.24,8306.7
GenX,10,FRCC_to_SRSE,2035,Results_p3,MW,3616.51,3616.52
GenX,11,ISNE_to_NYCW,2035,Results_p3,MW,766.436,767.043
GenX,12,ISNE_to_NYUP,2035,Results_p3,MW,4959.08,13025.9
GenX,13,MISC_to_MISE,2035,Results_p3,MW,2174.46,2174.48
GenX,14,MISC_to_MISS,2035,Results_p3,MW,1039.54,1039.56
GenX,15,MISC_to_MISW,2035,Results_p3,MW,1660.78,1660.82
GenX,16,MISC_to_PJMC,2035,Results_p3,MW,5252.18,5252.44
GenX,17,MISC_to_PJMW,2035,Results_p3,MW,5448.23,5448.3
GenX,18,MISC_to_SPPC,2035,Results_p3,MW,11911.7,11912.1
GenX,19,MISC_to_SPPN,2035,Results_p3,MW,3562.65,3562.81
GenX,20,MISC_to_SPPS,2035,Results_p3,MW,1237.63,1237.81
GenX,21,MISC_to_SRCE,2035,Results_p3,MW,3745.6,3745.74
GenX,22,MISE_to_MISW,2035,Results_p3,MW,1667.98,1668.43
GenX,23,MISE_to_PJMW,2035,Results_p3,MW,2663.11,2663.17
GenX,24,MISS_to_SPPC,2035,Results_p3,MW,3531.47,3535.18
GenX,25,MISS_to_SPPS,2035,Results_p3,MW,31676,32165
GenX,26,MISS_to_SRCE,2035,Results_p3,MW,4093.54,4093.62
GenX,27,MISS_to_SRSE,2035,Results_p3,MW,14886.4,14887.2
GenX,28,MISW_to_NWPP,2035,Results_p3,MW,202.706,202.71
