region,marginal_price,total_demand
BASN,26.976298563609216,117622650.0
CASO,31.357774795099864,115510879.0
CANO,31.701636496293887,178550343.0
FRCC,32.82914214266372,263664150.0
ISNE,71.53760023910613,149354094.0
MISC,25.648275617571915,200796305.0
MISE,24.34300819981953,108618551.0
MISS,25.90923653217034,185407544.0
MISW,23.804526411811164,244560055.0
NWPP,27.522550027442854,213747716.0
NYCW,38.35868420550035,83015898.0
NYUP,13.636396398434472,74762455.0
PJMC,26.036895888070415,125041636.0
PJMD,30.63431374527145,116835353.0
PJME,28.974398091632608,308414943.0
PJMW,28.405708287124853,328889729.0
RMRG,22.04618335295074,100288099.0
SPPC,21.591572517721897,83557695.0
SPPN,20.76214948509142,54220969.0
SPPS,21.320336797340666,131322851.0
SRCA,35.81542885531417,228687588.0
SRCE,23.549579828927566,225061849.0
SRSE,32.58584003967447,255962582.0
SRSG,26.620847126261328,147664933.0
TRE,27.750894920699444,442846698.0
TREW,24.210387450614952,20819394.0
