region,marginal_price,total_demand
BASN,55.1188921186892,154373402.0
CASO,57.59280037225084,141559023.0
CANO,60.39244648531517,219102255.0
FRCC,59.24280314576989,305390926.0
ISNE,93.2824033444696,185912448.0
MISC,53.4671285713085,243790194.0
MISE,57.544727168091285,126030936.0
MISS,54.990590249303644,223677305.0
MISW,55.085167292956264,294141188.0
NWPP,52.89733976760712,260888430.0
NYCW,118.5259206814887,97972883.0
NYUP,59.76560516017669,85901025.0
PJMC,56.782573259078745,142659266.0
PJMD,66.75997517934827,134294097.0
PJME,88.23351650420166,361596414.0
PJMW,55.49353642687956,381430632.0
RMRG,48.79111942218104,129535560.0
SPPC,52.32927598423526,101870818.0
SPPN,52.852104310948846,67540119.0
SPPS,47.732990881616466,162787259.0
SRCA,59.722021852371206,263347390.0
SRCE,54.292589462467,264512199.0
SRSE,59.27718213376535,303257618.0
SRSG,56.417216342976914,183293864.0
TRE,49.544917307946555,515960435.0
TREW,44.703144476453886,24676479.0
