Constraint,CapRes_1,CapRes_2,CapRes_3
t1,2.889225576589633e-10,5.480191054853383e-10,8.908404739567666e-11
t2,2.6970456608845117e-10,4.284699063650885e-10,8.125259150955724e-11
t3,2.6540048865827597e-10,3.874462467525865e-10,8.216693554230489e-11
t4,2.6311325580264634e-10,3.263115609616175e-10,8.09486365890134e-11
t5,3.024304647267448e-10,3.4652181560864604e-10,8.594971660256758e-11
t6,3.1748865187016395e-10,4.04961393517264e-10,1.0386246938653182e-10
t7,3.211455475901219e-10,5.349829829333561e-10,1.4922748089067945e-10
t8,3.6830999119227037e-10,6.012057386262908e-10,1.9482751153893074e-10
t9,6.062466901135391e-10,1.0008452964908933e-9,1.840577759062731e-10
t10,4.2447805498863525e-10,8.036216382534377e-10,1.2830126132230365e-10
t11,4.172214913113645e-10,4.796217399061459e-10,1.0669541710428112e-10
t12,4.18889376417931e-10,5.604487479565689e-10,8.41511528264453e-11
t13,3.938948516738243e-10,5.625116979997683e-10,7.317047841001587e-11
t14,3.403871095441878e-10,5.279462519336295e-10,6.965419747210095e-11
t15,3.5053347111913983e-10,5.060787446512479e-10,6.811133289694684e-11
t16,2.9652057719404907e-10,4.897785210741706e-10,7.927941996652905e-11
t17,3.3074662461808144e-10,5.292285972434664e-10,1.1815814546786643e-10
t18,7.189827434212918e-10,1.0961795126500875e-9,3.7326956811657705e-10
t19,6.92089987066671e-10,1.2568713829558211e-9,5.007572227156508e-10
t20,5.051881011625116e-10,1.0827937320550978e-9,2.3290056985721115e-10
t21,4.488758032020682e-10,9.72527677478319e-10,1.8687442816509837e-10
t22,4.1237602288545116e-10,8.642183080695184e-10,1.9635020930914222e-10
t23,3.2339672721701054e-10,5.650675122195326e-10,1.1018647121002948e-10
t24,2.7656260802112245e-10,5.442247972897123e-10,1.1167164783089133e-10
t25,3.8704290414895694e-10,4.5285104981405385e-10,1.0683734041544113e-10
t26,2.5315845749198455e-10,4.2198614434835957e-10,7.538435211341322e-11
t27,2.749798643245079e-10,4.171018105709823e-10,9.453179163635519e-11
t28,2.887383069397132e-10,4.437345708248327e-10,1.0034168615122092e-10
t29,3.18150126363519e-10,4.566541371104531e-10,8.112714926853561e-11
t30,4.2836577808001687e-10,4.755183589800186e-10,8.847022847505027e-11
t31,4.615360447526992e-10,4.889142227009853e-10,1.3806001160727346e-10
t32,3.546804115884308e-10,6.470138301187733e-10,1.6049408169911109e-10
t33,4.35599853076128e-10,7.366922346201937e-10,1.293502990074492e-10
t34,3.0681542100905814e-10,4.484567492858235e-10,6.929982452643516e-11
t35,2.839790363670448e-10,4.0992307026412455e-10,6.030729032141266e-11
t36,2.7244171520220175e-10,4.266931853639362e-10,5.6905674154935276e-11
t37,2.5120453670585566e-10,4.2760732621227166e-10,5.189321045804519e-11
t38,2.3991764007487434e-10,3.875757211253892e-10,4.8662191842017604e-11
t39,2.4747666420923316e-10,3.815739942724638e-10,4.878991762994478e-11
t40,2.4153012861075104e-10,3.824964095764323e-10,5.340405605073356e-11
t41,4.5478042703445866e-10,4.825167470526494e-10,6.316299575445647e-11
t42,7.377761419867513e-10,5.450996871905984e-10,1.2031160992661503e-10
t43,6.434302692156228e-10,5.256448480185616e-10,1.3223304522909223e-10
t44,4.743289186446849e-10,4.271933873982802e-10,9.790078666500593e-11
t45,4.2441031713815584e-10,3.906117852661349e-10,8.883061541515795e-11
t46,3.55352553671202e-10,3.5743625171240976e-10,8.11444506290888e-11
t47,2.849378816561554e-10,3.331889584965219e-10,6.989215009504394e-11
t48,2.742840580059079e-10,3.1203679052896997e-10,6.050275931087636e-11
t49,2.802019354117683e-10,2.778025728883835e-10,6.007138897131332e-11
t50,1.9039405398542513e-10,2.722046063184373e-10,5.535442037616406e-11
t51,1.7486441471943737e-10,2.6488101620150625e-10,5.377801274747864e-11
t52,1.7642084189271328e-10,2.706831509818552e-10,5.274150227817975e-11
t53,1.8309923622677055e-10,2.7932061939708676e-10,5.285226692651957e-11
t54,2.0628513177820698e-10,2.8451409220577663e-10,5.668371492792897e-11
t55,2.364777960297685e-10,2.6468482867095833e-10,6.288666225113494e-11
t56,3.8825266933755813e-10,2.8067751524253086e-10,7.055314753511277e-11
t57,2.9308663788462506e-10,3.8532617374518275e-10,7.789334794661207e-11
t58,2.450513163715369e-10,3.3306547554325684e-10,5.6048419110474244e-11
t59,2.317802776437839e-10,3.5070403768752503e-10,5.5413928343063845e-11
t60,2.3124361190905714e-10,3.876359021393184e-10,5.419913816100961e-11
t61,2.1318643562751656e-10,4.084326805188469e-10,5.084072090941851e-11
t62,2.1027390398130408e-10,4.100258432265016e-10,4.8133230387284945e-11
t63,2.1181004276944762e-10,3.736717661934004e-10,4.731262570237885e-11
t64,2.1457146859368682e-10,3.667727411408719e-10,4.84891415741434e-11
t65,3.1338263638426536e-10,3.7251163246088715e-10,5.148495592096272e-11
t66,3.689329023235817e-10,3.238663639590138e-10,7.51914179144737e-11
t67,5.61018907789312e-10,4.166066046037022e-10,1.0828086022210928e-10
t68,5.583421181524019e-10,4.44577251273069e-10,1.0679574479717002e-10
t69,4.1927513414150757e-10,3.78163480564937e-10,9.597167102630117e-11
t70,3.420678521261489e-10,3.5564586793750767e-10,8.40496944282132e-11
t71,3.147138670149172e-10,3.326465151533488e-10,7.329041354836212e-11
t72,2.856728836492717e-10,3.031901750417589e-10,6.309188196466735e-11
t73,2.4822270431277096e-10,2.7943563509080144e-10,5.5723835705089956e-11
t74,2.3706443702204044e-10,2.566583440800593e-10,5.296430162013015e-11
t75,2.1577381734091765e-10,2.4296864343601395e-10,5.4227926396598706e-11
t76,1.9498164996829835e-10,2.624136463421599e-10,5.556132390352184e-11
t77,1.938380888624291e-10,2.6625894690777284e-10,5.711000521620769e-11
t78,2.045927093369597e-10,2.718762426839853e-10,6.130916671635058e-11
t79,2.1230484710174179e-10,3.876857187776235e-10,9.078850002532548e-11
t80,2.5149089012883985e-10,2.7739615674141405e-10,7.687364401626635e-11
t81,2.220455941800512e-10,4.2016647713401547e-10,8.34392956053118e-11
t82,1.9222910133526735e-10,3.588636002214658e-10,5.977472928311125e-11
t83,1.9976528967957797e-10,3.8440289308116495e-10,5.575079827101868e-11
t84,2.103625018724744e-10,4.191550599023853e-10,5.4588613279618935e-11
t85,2.338318810651525e-10,4.1586861213883723e-10,5.2637685398544544e-11
t86,2.2780002917131892e-10,4.1743947309585504e-10,5.3069261003345756e-11
t87,2.1666814732715033e-10,4.4590377407217875e-10,5.4001306089926125e-11
t88,2.2145120519484848e-10,4.077324961593418e-10,5.439645376154654e-11
t89,2.7918997794527236e-10,4.018546515540518e-10,7.345612375185233e-11
t90,4.49687449626484e-10,5.623875747005571e-10,1.3650017285292606e-10
t91,5.134249102684635e-10,9.418304728886754e-10,2.3131892624436874e-10
t92,5.519330309371756e-10,1.0767742866959613e-9,2.338734602303086e-10
t93,4.703489008677045e-10,8.866407675450831e-10,2.0221685432454468e-10
t94,4.404796662711176e-10,8.318078162505894e-10,1.5978612796287333e-10
t95,3.285598218726382e-10,7.237517783250104e-10,1.1824655451962408e-10
t96,2.9847079540842366e-10,6.408065883823285e-10,9.044448229300277e-11
t97,1.5161807426373524e-10,1.7983633252195365e-10,4.211708835353603e-11
t98,1.3339693280258565e-10,1.7472259244386978e-10,3.54416592300544e-11
t99,1.2591542352062693e-10,1.7651630709166978e-10,3.364957861324553e-11
t100,1.2808641791169121e-10,1.8272645998932236e-10,3.189570133974125e-11
t101,1.287830849941844e-10,1.913386649957553e-10,3.106043101476643e-11
