region,marginal_price,total_demand
BASN,28.66606338442639,104415840.0
CASO,32.30379750210644,106247405.0
CANO,32.42529118162883,164112380.0
FRCC,30.200761166242383,254835658.0
ISNE,30.956820822685344,132079030.0
MISC,24.721053292916586,186790489.0
MISE,27.676370409479553,102056388.0
MISS,25.459267548265764,175440371.0
MISW,23.35375047517565,225553160.0
NWPP,29.927226452388254,195981047.0
NYCW,36.103734982630826,76993625.0
NYUP,18.505020011294754,70257166.0
PJMC,24.609334091841344,118765758.0
PJMD,27.804053196344782,110841999.0
PJME,24.399920009824434,289082184.0
PJMW,24.778188323336835,310165370.0
RMRG,21.561459878734542,88883482.0
SPPC,22.262816734930595,78239307.0
SPPN,21.37110374029449,49626459.0
SPPS,22.030884821130158,122178131.0
SRCA,26.843859349663088,218636717.0
SRCE,25.852689915482753,214888614.0
SRSE,28.90039180019277,242597067.0
SRSG,28.971471159725592,137828950.0
TRE,24.011749863444777,426645124.0
TREW,21.708207930088633,19988250.0
