region,marginal_price,total_demand
BASN,27.67535832045533,117622650.0
CASO,31.46117114119621,115510879.0
CANO,32.0293445139864,178550343.0
FRCC,30.486453829786566,263664150.0
ISNE,55.831939139488284,149354094.0
MISC,25.572344276559356,200796305.0
MISE,30.033134671380093,108618551.0
MISS,27.49426693004816,185407544.0
MISW,27.045772993383203,244560055.0
NWPP,28.274807738528494,213747716.0
NYCW,60.35568564745332,83015898.0
NYUP,17.547787814244238,74762455.0
PJMC,26.005995545740547,125041636.0
PJMD,29.859254035508673,116835353.0
PJME,26.21604980208688,308414943.0
PJMW,26.976961270466983,328889729.0
RMRG,20.14557575259007,100288099.0
SPPC,21.91183146963083,83557695.0
SPPN,22.121575625758236,54220969.0
SPPS,21.36137694512152,131322851.0
SRCA,28.274310726991438,228687588.0
SRCE,27.848558158379383,225061849.0
SRSE,30.110260002275915,255962582.0
SRSG,28.237239428031046,147664933.0
TRE,24.858380951592775,442846698.0
TREW,21.608631847657076,20819394.0
