Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.683415968738757e7
new_england_naturalgas,1.5948728456065398e8
new_england_uranium,2.966705725482502e8
middle_atlantic_naturalgas,5.507183987134721e8
middle_atlantic_uranium,8.977322428386931e8
middle_atlantic_coal,0.0
east_north_central_coal,2.285757315603938e9
east_north_central_naturalgas,3.304737237983862e8
east_north_central_uranium,2.0056449119167786e9
new_england_naturalgas_ccs100,1.3310144241340305
middle_atlantic_naturalgas_ccs100,14.275575479291184
east_north_central_naturalgas_ccs90,2.1764672321493657
east_north_central_naturalgas_ccs100,1.5004161650376482
None,0.0
