Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,186150.25506239317,0.0,0.0,186150.25506239317
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,0.0,328791.6922096685,0.0,328791.6922096685
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,0.0,6254.773316290855,0.0,6254.773316290855
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,0.0,152742.7273295872,0.0,152742.7273295872
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,0.0,27097.82387728635,0.0,27097.82387728635
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,0.0,0.0,95248.47067111525,95248.47067111525
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,0.0,0.0,217004.91136303637,217004.91136303637
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,161907.2792598526,0.0,0.0,161907.2792598526
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,1.3758052574523264e6,0.0,0.0,1.3758052574523264e6
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_2,1,2,3.8862552497487823e6,0.0,0.0,3.8862552497487823e6
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1,344958.612715171,0.0,0.0,344958.612715171
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2,222677.95397562924,0.0,0.0,222677.95397562924
NENG_Rest,NENG_Rest_nuclear_1,1,1,1.1749610226723566,0.0,0.0,1.1749610226723566
NY_Z_A,NY_Z_A_natural_gas_fired_combined_cycle_1,2,1,0.0,101307.25024439806,0.0,101307.25024439806
NY_Z_A,NY_Z_A_natural_gas_fired_combustion_turbine_1,2,1,0.0,10704.671492452298,0.0,10704.671492452298
NY_Z_A,NY_Z_A_natural_gas_steam_turbine_1,2,1,0.0,10249.159293766557,0.0,10249.159293766557
NY_Z_B,NY_Z_B_natural_gas_fired_combined_cycle_1,3,1,0.0,27126.10985744932,0.0,27126.10985744932
NY_Z_B,NY_Z_B_natural_gas_fired_combustion_turbine_1,3,1,0.0,0.0,0.0,0.0
NY_Z_B,NY_Z_B_natural_gas_steam_turbine_1,3,1,0.0,27239.988410996753,0.0,27239.988410996753
NY_Z_B,NY_Z_B_nuclear_1,3,1,0.0,0.08925181878498173,0.0,0.08925181878498173
NY_Z_C&E,NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,1,0.0,402723.65482376085,0.0,402723.65482376085
NY_Z_C&E,NY_Z_C&E_natural_gas_steam_turbine_1,4,1,0.0,0.3537946671523687,0.0,0.3537946671523687
NY_Z_C&E,NY_Z_C&E_nuclear_1,4,1,0.0,614949.212982627,0.0,614949.212982627
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_1,5,1,0.0,63772.5513589635,0.0,63772.5513589635
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_2,5,2,0.0,20726.077929301027,0.0,20726.077929301027
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_1,6,1,0.0,797111.3327251826,0.0,797111.3327251826
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_2,6,2,0.0,66801.7454493241,0.0,66801.7454493241
NY_Z_F,NY_Z_F_natural_gas_fired_combustion_turbine_1,6,1,0.0,0.0,0.0,0.0
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,1,0.0,170022.17584846544,0.0,170022.17584846544
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,2,0.0,4942.371781604266,0.0,4942.371781604266
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,1,0.0,19086.210867814712,0.0,19086.210867814712
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,2,0.0,5648.424332181757,0.0,5648.424332181757
NY_Z_J,NY_Z_J_natural_gas_fired_combined_cycle_1,8,1,0.0,172322.54306092847,0.0,172322.54306092847
NY_Z_J,NY_Z_J_natural_gas_fired_combined_cycle_2,8,2,0.0,644193.8713559514,0.0,644193.8713559514
NY_Z_J,NY_Z_J_natural_gas_fired_combustion_turbine_1,8,1,0.0,172276.98954772388,0.0,172276.98954772388
NY_Z_J,NY_Z_J_natural_gas_fired_combustion_turbine_2,8,2,0.0,369197.517698147,0.0,369197.517698147
NY_Z_K,NY_Z_K_natural_gas_fired_combined_cycle_1,9,1,0.0,50129.77944722411,0.0,50129.77944722411
NY_Z_K,NY_Z_K_natural_gas_fired_combined_cycle_2,9,2,0.0,120234.03388325787,0.0,120234.03388325787
NY_Z_K,NY_Z_K_natural_gas_fired_combustion_turbine_1,9,1,0.0,76344.8529138024,0.0,76344.8529138024
NY_Z_K,NY_Z_K_natural_gas_fired_combustion_turbine_2,9,2,0.0,121509.48411321807,0.0,121509.48411321807
PJM_EMAC,PJM_EMAC_conventional_steam_coal_1,10,1,0.0,0.0,0.0,0.0
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_1,10,1,0.0,0.0,861095.8557246238,861095.8557246238
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_2,10,2,0.0,0.0,5.216296867099854e6,5.216296867099854e6
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_3,10,3,0.0,0.0,339479.35613296664,339479.35613296664
PJM_EMAC,PJM_EMAC_natural_gas_fired_combustion_turbine_1,10,1,0.0,0.0,241750.44755293743,241750.44755293743
PJM_EMAC,PJM_EMAC_natural_gas_fired_combustion_turbine_2,10,2,0.0,0.0,1.2890280077140145e6,1.2890280077140145e6
PJM_EMAC,PJM_EMAC_natural_gas_steam_turbine_1,10,1,0.0,0.0,671133.3732718612,671133.3732718612
PJM_EMAC,PJM_EMAC_nuclear_1,10,1,0.0,0.0,1.5342952812575467e6,1.5342952812575467e6
PJM_EMAC,PJM_EMAC_nuclear_2,10,2,0.0,0.0,0.22587712252757855,0.22587712252757855
PJM_Rest,PJM_Rest_conventional_steam_coal_1,11,1,0.0,0.0,1.3014518453781756e7,1.3014518453781756e7
PJM_Rest,PJM_Rest_natural_gas_fired_combined_cycle_1,11,1,0.0,0.0,938118.3701311541,938118.3701311541
PJM_Rest,PJM_Rest_natural_gas_fired_combined_cycle_2,11,2,0.0,0.0,1.0659528795574918e7,1.0659528795574918e7
PJM_Rest,PJM_Rest_natural_gas_fired_combustion_turbine_1,11,1,0.0,0.0,270282.1898353788,270282.1898353788
PJM_Rest,PJM_Rest_natural_gas_fired_combustion_turbine_2,11,2,0.0,0.0,1.0695138519749187e7,1.0695138519749187e7
PJM_Rest,PJM_Rest_natural_gas_fired_combustion_turbine_3,11,3,0.0,0.0,366868.06941152,366868.06941152
PJM_Rest,PJM_Rest_natural_gas_fired_combustion_turbine_4,11,4,0.0,0.0,159100.72247464804,159100.72247464804
PJM_Rest,PJM_Rest_nuclear_1,11,1,0.0,0.0,1.30349181688534e6,1.30349181688534e6
NENG_Rest,NENG_Rest_naturalgas_ccavgcf_moderate_0,1,0,0.49833264487729034,0.0,0.0,0.49833264487729034
NENG_Rest,NENG_Rest_naturalgas_ctavgcf_moderate_0,1,0,578663.4326088304,0.0,0.0,578663.4326088304
NENG_Rest,NENG_Rest_nuclear_nuclear_moderate_0,1,0,0.061107962371088904,0.0,0.0,0.061107962371088904
NENG_Rest,NENG_Rest_naturalgas_ccs100_moderate_0,1,0,0.08882405471600027,0.0,0.0,0.08882405471600027
NY_Z_A,NY_Z_A_naturalgas_ccavgcf_moderate_0,2,0,0.0,0.2132065313642543,0.0,0.2132065313642543
NY_Z_A,NY_Z_A_naturalgas_ctavgcf_moderate_0,2,0,0.0,0.1709262886852402,0.0,0.1709262886852402
NY_Z_A,NY_Z_A_nuclear_nuclear_moderate_0,2,0,0.0,0.03825785402503623,0.0,0.03825785402503623
NY_Z_A,NY_Z_A_naturalgas_ccs100_moderate_0,2,0,0.0,0.04748241356127065,0.0,0.04748241356127065
NY_Z_B,NY_Z_B_naturalgas_ccavgcf_moderate_0,3,0,0.0,1.027607623298746,0.0,1.027607623298746
NY_Z_B,NY_Z_B_naturalgas_ctavgcf_moderate_0,3,0,0.0,0.7685401610457036,0.0,0.7685401610457036
NY_Z_B,NY_Z_B_nuclear_nuclear_moderate_0,3,0,0.0,0.039955510392096036,0.0,0.039955510392096036
NY_Z_B,NY_Z_B_naturalgas_ccs100_moderate_0,3,0,0.0,0.047970274865138614,0.0,0.047970274865138614
NY_Z_C&E,NY_Z_C&E_naturalgas_ccavgcf_moderate_0,4,0,0.0,3.4384453589596946,0.0,3.4384453589596946
NY_Z_C&E,NY_Z_C&E_naturalgas_ctavgcf_moderate_0,4,0,0.0,0.6742808688496963,0.0,0.6742808688496963
NY_Z_C&E,NY_Z_C&E_nuclear_nuclear_moderate_0,4,0,0.0,0.037513458853179825,0.0,0.037513458853179825
NY_Z_C&E,NY_Z_C&E_naturalgas_ccs100_moderate_0,4,0,0.0,0.05054370072038705,0.0,0.05054370072038705
NY_Z_D,NY_Z_D_naturalgas_ccavgcf_moderate_0,5,0,0.0,0.2667269918847281,0.0,0.2667269918847281
NY_Z_D,NY_Z_D_naturalgas_ctavgcf_moderate_0,5,0,0.0,0.1324059160055613,0.0,0.1324059160055613
NY_Z_D,NY_Z_D_nuclear_nuclear_moderate_0,5,0,0.0,0.04203466074471339,0.0,0.04203466074471339
NY_Z_D,NY_Z_D_naturalgas_ccs100_moderate_0,5,0,0.0,0.05187903030583966,0.0,0.05187903030583966
NY_Z_F,NY_Z_F_naturalgas_ccavgcf_moderate_0,6,0,0.0,1.0584828539103074e6,0.0,1.0584828539103074e6
NY_Z_F,NY_Z_F_naturalgas_ctavgcf_moderate_0,6,0,0.0,0.2895767439200858,0.0,0.2895767439200858
