model,line,line_name,planning_year,case,unit,start_value,end_value
GenX,1,BASN_to_CANO,2027,base_short_current_policies,MW,100,100.039
GenX,2,BASN_to_CASO,2027,base_short_current_policies,MW,5920,5920.46
GenX,3,BASN_to_NWPP,2027,base_short_current_policies,MW,3350,3350.01
GenX,4,BASN_to_RMRG,2027,base_short_current_policies,MW,3750,3750.08
GenX,5,BASN_to_SRSG,2027,base_short_current_policies,MW,5385,5385.02
GenX,6,CANO_to_CASO,2027,base_short_current_policies,MW,3675,3675.33
GenX,7,CANO_to_NWPP,2027,base_short_current_policies,MW,3675,3675.02
GenX,8,CASO_to_NWPP,2027,base_short_current_policies,MW,2858,2858.07
GenX,9,CASO_to_SRSG,2027,base_short_current_policies,MW,4354,4354.19
GenX,10,FRCC_to_SRSE,2027,base_short_current_policies,MW,3600,3600.11
GenX,11,ISNE_to_NYCW,2027,base_short_current_policies,MW,760,760.032
GenX,12,ISNE_to_NYUP,2027,base_short_current_policies,MW,1400,2756.58
GenX,13,MISC_to_MISE,2027,base_short_current_policies,MW,0,1.89332
GenX,14,MISC_to_MISS,2027,base_short_current_policies,MW,1039,1039.18
GenX,15,MISC_to_MISW,2027,base_short_current_policies,MW,1655,1655.14
GenX,16,MISC_to_PJMC,2027,base_short_current_policies,MW,5244,5244.1
GenX,17,MISC_to_PJMW,2027,base_short_current_policies,MW,5441,5441.12
GenX,18,MISC_to_SPPC,2027,base_short_current_policies,MW,1430,1430.65
GenX,19,MISC_to_SPPN,2027,base_short_current_policies,MW,0,2.20818
GenX,20,MISC_to_SPPS,2027,base_short_current_policies,MW,1172,1172.11
GenX,21,MISC_to_SRCE,2027,base_short_current_policies,MW,3745,3745.09
GenX,22,MISE_to_MISW,2027,base_short_current_policies,MW,0,1.2993
GenX,23,MISE_to_PJMW,2027,base_short_current_policies,MW,2662,2662.2
GenX,24,MISS_to_SPPC,2027,base_short_current_policies,MW,0,2.63095
GenX,25,MISS_to_SPPS,2027,base_short_current_policies,MW,1697,1698.94
GenX,26,MISS_to_SRCE,2027,base_short_current_policies,MW,4092,4092.22
GenX,27,MISS_to_SRSE,2027,base_short_current_policies,MW,891,891.122
GenX,28,MISW_to_NWPP,2027,base_short_current_policies,MW,200,200.041
GenX,29,MISW_to_PJMC,2027,base_short_current_policies,MW,3200,3200.76
GenX,30,MISW_to_SPPC,2027,base_short_current_policies,MW,0,1.55183
GenX,31,MISW_to_SPPN,2027,base_short_current_policies,MW,5512,5512.02
GenX,32,NWPP_to_RMRG,2027,base_short_current_policies,MW,400,400.071
GenX,33,NYCW_to_NYUP,2027,base_short_current_policies,MW,2489,6004.43
GenX,34,NYCW_to_PJME,2027,base_short_current_policies,MW,660,660.083
GenX,35,NYUP_to_PJME,2027,base_short_current_policies,MW,1255,1870.12
GenX,36,PJMC_to_PJMW,2027,base_short_current_policies,MW,980,980.064
GenX,37,PJMD_to_PJME,2027,base_short_current_policies,MW,1200,1200.15
GenX,38,PJMD_to_PJMW,2027,base_short_current_policies,MW,6930,6930.24
GenX,39,PJMD_to_SRCA,2027,base_short_current_policies,MW,1000,1000.03
GenX,40,PJME_to_PJMW,2027,base_short_current_policies,MW,3885,3885.08
GenX,41,PJMW_to_SRCA,2027,base_short_current_policies,MW,1219,1219.08
GenX,42,PJMW_to_SRCE,2027,base_short_current_policies,MW,3333,3333.07
GenX,43,RMRG_to_SPPC,2027,base_short_current_policies,MW,210,210.002
GenX,44,RMRG_to_SPPN,2027,base_short_current_policies,MW,410,410.136
GenX,45,RMRG_to_SRSG,2027,base_short_current_policies,MW,614,614.087
GenX,46,SPPC_to_SPPN,2027,base_short_current_policies,MW,1433,1433.05
GenX,47,SPPC_to_SPPS,2027,base_short_current_policies,MW,3372,3372.17
GenX,48,SPPN_to_SPPS,2027,base_short_current_policies,MW,0,4.18067
GenX,49,SPPS_to_SRSG,2027,base_short_current_policies,MW,1010,1010.13
GenX,50,SPPS_to_TRE,2027,base_short_current_policies,MW,600,600.179
GenX,51,SPPS_to_TREW,2027,base_short_current_policies,MW,220,5107.65
GenX,52,SRCA_to_SRCE,2027,base_short_current_policies,MW,216,216.131
GenX,53,SRCA_to_SRSE,2027,base_short_current_policies,MW,1400,1400.07
GenX,54,SRCE_to_SRSE,2027,base_short_current_policies,MW,3196,3196.08
GenX,55,TRE_to_TREW,2027,base_short_current_policies,MW,16529,16529
GenX,56,NWPP_to_SPPN,2027,base_short_current_policies,MW,0,1.14896
GenX,57,SRSG_to_TRE,2027,base_short_current_policies,MW,0,2.96893
GenX,1,BASN_to_CANO,2030,base_short_current_policies,MW,100.039,100.085
GenX,2,BASN_to_CASO,2030,base_short_current_policies,MW,5920.46,5920.54
GenX,3,BASN_to_NWPP,2030,base_short_current_policies,MW,3350.01,3350.01
GenX,4,BASN_to_RMRG,2030,base_short_current_policies,MW,3750.08,3750.18
GenX,5,BASN_to_SRSG,2030,base_short_current_policies,MW,5385.02,5385.05
GenX,6,CANO_to_CASO,2030,base_short_current_policies,MW,3675.33,3678.81
GenX,7,CANO_to_NWPP,2030,base_short_current_policies,MW,3675.02,3675.53
GenX,8,CASO_to_NWPP,2030,base_short_current_policies,MW,2858.07,2858.23
GenX,9,CASO_to_SRSG,2030,base_short_current_policies,MW,4354.19,4354.22
GenX,10,FRCC_to_SRSE,2030,base_short_current_policies,MW,3600.11,3600.46
GenX,11,ISNE_to_NYCW,2030,base_short_current_policies,MW,760.032,760.249
GenX,12,ISNE_to_NYUP,2030,base_short_current_policies,MW,2756.58,4613.7
GenX,13,MISC_to_MISE,2030,base_short_current_policies,MW,1.89332,3.1707
GenX,14,MISC_to_MISS,2030,base_short_current_policies,MW,1039.18,1039.27
GenX,15,MISC_to_MISW,2030,base_short_current_policies,MW,1655.14,1655.59
GenX,16,MISC_to_PJMC,2030,base_short_current_policies,MW,5244.1,5244.27
GenX,17,MISC_to_PJMW,2030,base_short_current_policies,MW,5441.12,5441.56
GenX,18,MISC_to_SPPC,2030,base_short_current_policies,MW,1430.65,1431.4
GenX,19,MISC_to_SPPN,2030,base_short_current_policies,MW,2.20818,4.62811
