model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_BASN_batteries_1,Battery,2027,full-base-200,MWh,113025
USENSYS,BASN,BASN_BASN_batteries_1,Battery,2030,full-base-200,MWh,637911
USENSYS,BASN,BASN_BASN_batteries_1,Battery,2035,full-base-200,MWh,771082
USENSYS,BASN,BASN_BASN_battery_moderate_0,Battery,2040,full-base-200,MWh,1540887
USENSYS,BASN,BASN_BASN_battery_moderate_0,Battery,2045,full-base-200,MWh,9347760
USENSYS,BASN,BASN_BASN_battery_moderate_0,Battery,2050,full-base-200,MWh,16704071
USENSYS,BASN,BASN_BASN_biomass_1,Other,2027,full-base-200,MWh,69176
USENSYS,BASN,BASN_BASN_biomass_1,Other,2030,full-base-200,MWh,47384
USENSYS,BASN,BASN_BASN_biomass_1,Other,2035,full-base-200,MWh,46530
USENSYS,BASN,BASN_BASN_biomass_1,Other,2040,full-base-200,MWh,46520
USENSYS,BASN,BASN_BASN_biomass_1,Other,2045,full-base-200,MWh,42791
USENSYS,BASN,BASN_BASN_biomass_1,Other,2050,full-base-200,MWh,30850
USENSYS,BASN,BASN_BASN_biomass_2,Other,2027,full-base-200,MWh,181776
USENSYS,BASN,BASN_BASN_biomass_2,Other,2030,full-base-200,MWh,125999
USENSYS,BASN,BASN_BASN_biomass_2,Other,2035,full-base-200,MWh,99500
USENSYS,BASN,BASN_BASN_biomass_2,Other,2040,full-base-200,MWh,99790
USENSYS,BASN,BASN_BASN_biomass_2,Other,2045,full-base-200,MWh,104975
USENSYS,BASN,BASN_BASN_biomass_2,Other,2050,full-base-200,MWh,75640
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2027,full-base-200,MWh,8469160
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2030,full-base-200,MWh,7899335
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2035,full-base-200,MWh,7697239
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2040,full-base-200,MWh,5194560
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2045,full-base-200,MWh,4874822
USENSYS,BASN,BASN_BASN_conventional_hydroelectric_1,Hydro,2050,full-base-200,MWh,4439481
USENSYS,BASN,BASN_BASN_conventional_steam_coal_1,Coal,2027,full-base-200,MWh,2275992
USENSYS,BASN,BASN_BASN_conventional_steam_coal_1,Coal,2040,full-base-200,MWh,7143
USENSYS,BASN,BASN_BASN_conventional_steam_coal_1,Coal,2045,full-base-200,MWh,10920
USENSYS,BASN,BASN_BASN_conventional_steam_coal_1,Coal,2050,full-base-200,MWh,10575
USENSYS,BASN,BASN_BASN_conventional_steam_coal_2,Coal,2027,full-base-200,MWh,11270220
USENSYS,BASN,BASN_BASN_conventional_steam_coal_2,Coal,2040,full-base-200,MWh,16589
USENSYS,BASN,BASN_BASN_conventional_steam_coal_2,Coal,2045,full-base-200,MWh,11304
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2027,full-base-200,MWh,2824359
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2030,full-base-200,MWh,3872685
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2035,full-base-200,MWh,4679511
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2040,full-base-200,MWh,4541821
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2045,full-base-200,MWh,4493803
USENSYS,BASN,BASN_BASN_distributed_generation_1,Distributed Solar,2050,full-base-200,MWh,4552660
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2027,full-base-200,MWh,4036032
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2030,full-base-200,MWh,3782688
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2035,full-base-200,MWh,3616704
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2040,full-base-200,MWh,2507232
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2045,full-base-200,MWh,1327872
USENSYS,BASN,BASN_BASN_geothermal_1,Geothermal,2050,full-base-200,MWh,489216
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2027,full-base-200,MWh,29834743
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2030,full-base-200,MWh,29834743
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2035,full-base-200,MWh,29834743
USENSYS,BASN,BASN_BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2040,full-base-200,MWh,29834743
