model,zone,planning_year,case,unit,value
USENSYS,BASN,2027,20-week-myopic-current-policy,tons,38992481
USENSYS,BASN,2030,20-week-myopic-current-policy,tons,36399236
USENSYS,BASN,2035,20-week-myopic-current-policy,tons,36234333
USENSYS,BASN,2040,20-week-myopic-current-policy,tons,35001289
USENSYS,BASN,2045,20-week-myopic-current-policy,tons,32685749
USENSYS,BASN,2050,20-week-myopic-current-policy,tons,29144728
USENSYS,CANO,2027,20-week-myopic-current-policy,tons,18532630
USENSYS,CANO,2030,20-week-myopic-current-policy,tons,21502253
USENSYS,CANO,2035,20-week-myopic-current-policy,tons,27422085
USENSYS,CANO,2040,20-week-myopic-current-policy,tons,16485263
USENSYS,CANO,2045,20-week-myopic-current-policy,tons,19184658
USENSYS,CANO,2050,20-week-myopic-current-policy,tons,21680267
USENSYS,CASO,2027,20-week-myopic-current-policy,tons,18121561
USENSYS,CASO,2030,20-week-myopic-current-policy,tons,18521419
USENSYS,CASO,2035,20-week-myopic-current-policy,tons,26407387
USENSYS,CASO,2040,20-week-myopic-current-policy,tons,37301832
USENSYS,CASO,2045,20-week-myopic-current-policy,tons,51593917
USENSYS,CASO,2050,20-week-myopic-current-policy,tons,54957592
USENSYS,FRCC,2027,20-week-myopic-current-policy,tons,79962252
USENSYS,FRCC,2030,20-week-myopic-current-policy,tons,81426176
USENSYS,FRCC,2035,20-week-myopic-current-policy,tons,89660599
USENSYS,FRCC,2040,20-week-myopic-current-policy,tons,62329506
USENSYS,FRCC,2045,20-week-myopic-current-policy,tons,75831747
USENSYS,FRCC,2050,20-week-myopic-current-policy,tons,64545764
USENSYS,ISNE,2027,20-week-myopic-current-policy,tons,14022255
USENSYS,ISNE,2030,20-week-myopic-current-policy,tons,17595301
USENSYS,ISNE,2035,20-week-myopic-current-policy,tons,23276000
USENSYS,ISNE,2040,20-week-myopic-current-policy,tons,23276000
USENSYS,ISNE,2045,20-week-myopic-current-policy,tons,23276000
USENSYS,ISNE,2050,20-week-myopic-current-policy,tons,23276000
USENSYS,MISC,2027,20-week-myopic-current-policy,tons,114242980
USENSYS,MISC,2030,20-week-myopic-current-policy,tons,109717509
USENSYS,MISC,2035,20-week-myopic-current-policy,tons,96074007
USENSYS,MISC,2040,20-week-myopic-current-policy,tons,62706033
USENSYS,MISC,2045,20-week-myopic-current-policy,tons,67007645
USENSYS,MISC,2050,20-week-myopic-current-policy,tons,65132732
USENSYS,MISE,2027,20-week-myopic-current-policy,tons,46201750
USENSYS,MISE,2030,20-week-myopic-current-policy,tons,39223894
USENSYS,MISE,2035,20-week-myopic-current-policy,tons,45761289
USENSYS,MISE,2040,20-week-myopic-current-policy,tons,29519194
USENSYS,MISE,2045,20-week-myopic-current-policy,tons,36099153
USENSYS,MISE,2050,20-week-myopic-current-policy,tons,38813741
USENSYS,MISS,2027,20-week-myopic-current-policy,tons,75873700
USENSYS,MISS,2030,20-week-myopic-current-policy,tons,70939154
USENSYS,MISS,2035,20-week-myopic-current-policy,tons,79020192
USENSYS,MISS,2040,20-week-myopic-current-policy,tons,75081493
USENSYS,MISS,2045,20-week-myopic-current-policy,tons,71752188
USENSYS,MISS,2050,20-week-myopic-current-policy,tons,43895436
USENSYS,MISW,2027,20-week-myopic-current-policy,tons,76120683
USENSYS,MISW,2030,20-week-myopic-current-policy,tons,85887360
USENSYS,MISW,2035,20-week-myopic-current-policy,tons,92827646
USENSYS,MISW,2040,20-week-myopic-current-policy,tons,75966934
USENSYS,MISW,2045,20-week-myopic-current-policy,tons,89715515
USENSYS,MISW,2050,20-week-myopic-current-policy,tons,88402264
USENSYS,NWPP,2027,20-week-myopic-current-policy,tons,21454801
USENSYS,NWPP,2030,20-week-myopic-current-policy,tons,24356368
USENSYS,NWPP,2035,20-week-myopic-current-policy,tons,26465433
USENSYS,NWPP,2040,20-week-myopic-current-policy,tons,29285796
USENSYS,NWPP,2045,20-week-myopic-current-policy,tons,51377345
USENSYS,NWPP,2050,20-week-myopic-current-policy,tons,54332487
USENSYS,NYCW,2027,20-week-myopic-current-policy,tons,13852165
USENSYS,NYCW,2030,20-week-myopic-current-policy,tons,14244260
USENSYS,NYCW,2035,20-week-myopic-current-policy,tons,23276000
USENSYS,NYCW,2040,20-week-myopic-current-policy,tons,23276000
USENSYS,NYCW,2045,20-week-myopic-current-policy,tons,23276000
USENSYS,NYCW,2050,20-week-myopic-current-policy,tons,23276000
USENSYS,NYUP,2027,20-week-myopic-current-policy,tons,11425181
USENSYS,NYUP,2030,20-week-myopic-current-policy,tons,14335272
USENSYS,NYUP,2035,20-week-myopic-current-policy,tons,16934233
USENSYS,NYUP,2040,20-week-myopic-current-policy,tons,23276000
USENSYS,NYUP,2045,20-week-myopic-current-policy,tons,23276000
USENSYS,NYUP,2050,20-week-myopic-current-policy,tons,23276000
USENSYS,PJMC,2027,20-week-myopic-current-policy,tons,8514149
USENSYS,PJMC,2030,20-week-myopic-current-policy,tons,14012771
USENSYS,PJMC,2035,20-week-myopic-current-policy,tons,19111174
USENSYS,PJMC,2040,20-week-myopic-current-policy,tons,9361513
USENSYS,PJMC,2045,20-week-myopic-current-policy,tons,8701395
USENSYS,PJMC,2050,20-week-myopic-current-policy,tons,7413564
USENSYS,PJMD,2027,20-week-myopic-current-policy,tons,6183652
USENSYS,PJMD,2030,20-week-myopic-current-policy,tons,9949605
USENSYS,PJMD,2035,20-week-myopic-current-policy,tons,18096159
USENSYS,PJMD,2040,20-week-myopic-current-policy,tons,13559028
USENSYS,PJMD,2045,20-week-myopic-current-policy,tons,21539516
USENSYS,PJMD,2050,20-week-myopic-current-policy,tons,14467797
USENSYS,PJME,2027,20-week-myopic-current-policy,tons,28204000
USENSYS,PJME,2030,20-week-myopic-current-policy,tons,23276000
USENSYS,PJME,2035,20-week-myopic-current-policy,tons,23276000
USENSYS,PJME,2040,20-week-myopic-current-policy,tons,23276000
USENSYS,PJME,2045,20-week-myopic-current-policy,tons,23276000
USENSYS,PJME,2050,20-week-myopic-current-policy,tons,23276000
USENSYS,PJMW,2027,20-week-myopic-current-policy,tons,207396866
USENSYS,PJMW,2030,20-week-myopic-current-policy,tons,185784685
USENSYS,PJMW,2035,20-week-myopic-current-policy,tons,170858615
USENSYS,PJMW,2040,20-week-myopic-current-policy,tons,79703490
USENSYS,PJMW,2045,20-week-myopic-current-policy,tons,99627456
USENSYS,PJMW,2050,20-week-myopic-current-policy,tons,106226922
