region,marginal_price,total_demand
BASN,50.37141487113542,223174656.0
CASO,53.086217650772404,199559149.0
CANO,55.80779420722789,309235468.0
FRCC,54.59853016744377,398150391.0
ISNE,61.73591509649218,233966756.0
MISC,45.8589565005372,302266317.0
MISE,50.1834338865572,154617099.0
MISS,48.20516523040207,285422687.0
MISW,43.85801320853642,372086880.0
NWPP,62.408074315033275,372645986.0
NYCW,70.95844028536371,120232798.0
NYUP,53.77791895691645,103480882.0
PJMC,47.67288646900025,168907776.0
PJMD,58.46007060145041,168177932.0
PJME,60.569217702999566,442681870.0
PJMW,49.35504711065582,466199508.0
RMRG,43.04789924029537,188991709.0
SPPC,43.315006504212874,124929928.0
SPPN,41.96219179621849,88318595.0
SPPS,40.96091915796382,210273247.0
SRCA,55.04948329822976,340830683.0
SRCE,48.81984529043755,332833523.0
SRSE,53.69591491396946,398994725.0
SRSG,48.544776027020326,258600147.0
TRE,42.662655213883376,648762932.0
TREW,37.825478290343746,31419683.0
