Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.647149919019386e7
new_england_naturalgas,1.5604417785909337e8
new_england_uranium,2.9004344337905514e8
middle_atlantic_naturalgas,6.315180968094547e8
middle_atlantic_uranium,8.362746859360732e8
middle_atlantic_coal,0.0
east_north_central_coal,117.03679547008983
east_north_central_naturalgas,1.0360711995188011e9
east_north_central_uranium,1.849599823528435e9
new_england_naturalgas_ccs100,5.080311957932343
middle_atlantic_naturalgas_ccs100,43.34950643485102
east_north_central_naturalgas_ccs90,4.016521862770204
east_north_central_naturalgas_ccs100,4.540778878883414
None,0.0
